image_name,tags
test_29246,water primary
test_29247,water clear cultivation primary
test_29248,partly_cloudy primary
test_29249,partly_cloudy road water primary
test_29250,clear primary
test_29251,clear primary
test_29252,cloudy
test_29253,clear primary
test_29254,clear primary agriculture
test_29255,clear cultivation primary agriculture
test_29256,clear cultivation haze primary agriculture
test_29257,clear primary
test_29258,clear primary
test_29259,road clear habitation primary agriculture
test_29260,cloudy
test_29261,clear primary
test_29262,clear cultivation primary agriculture
test_29263,clear cultivation primary agriculture
test_29264,clear primary
test_29265,road clear habitation primary agriculture
test_29266,partly_cloudy primary
test_29267,water clear primary
test_29268,clear primary
test_29269,clear primary
test_29270,road primary agriculture
test_29271,clear primary
test_29272,partly_cloudy road primary agriculture
test_29273,road clear habitation primary
test_29274,water clear primary
test_29275,clear primary
test_29276,partly_cloudy water primary agriculture
test_29277,road clear primary agriculture
test_29278,haze primary agriculture
test_29279,partly_cloudy primary agriculture
test_29280,clear primary
test_29281,primary
test_29282,road water clear primary agriculture
test_29283,partly_cloudy primary
test_29284,cloudy
test_29285,road clear habitation primary
test_29286,clear primary
test_29287,clear primary
test_29288,clear primary
test_29289,road water clear primary agriculture
test_29290,partly_cloudy primary
test_29291,water clear primary
test_29292,clear primary
test_29293,clear primary
test_29294,road clear primary agriculture
test_29295,water clear primary agriculture
test_29296,partly_cloudy water primary
test_29297,road clear primary agriculture
test_29298,clear primary
test_29299,clear primary
test_29300,clear primary
test_29301,road water clear primary
test_29302,clear primary
test_29303,clear primary
test_29304,clear primary
test_29305,clear primary
test_29306,partly_cloudy primary
test_29307,clear primary
test_29308,clear primary
test_29309,road clear primary agriculture
test_29310,road water clear primary agriculture
test_29311,clear primary
test_29312,cloudy
test_29313,partly_cloudy primary
test_29314,road clear primary agriculture
test_29315,partly_cloudy primary
test_29316,road clear primary agriculture
test_29317,cloudy
test_29318,clear primary
test_29319,clear primary
test_29320,road clear habitation primary agriculture
test_29321,clear primary
test_29322,road water clear primary agriculture
test_29323,road clear primary agriculture
test_29324,water haze primary
test_29325,road clear habitation cultivation primary agriculture
test_29326,road clear primary agriculture
test_29327,clear primary
test_29328,clear primary
test_29329,road water clear primary agriculture
test_29330,haze primary
test_29331,clear primary
test_29332,clear primary
test_29333,clear primary
test_29334,road clear primary agriculture
test_29335,road water clear primary
test_29336,partly_cloudy primary
test_29337,road clear primary agriculture
test_29338,clear cultivation primary agriculture
test_29339,road clear habitation primary agriculture
test_29340,clear cultivation primary agriculture
test_29341,road clear primary agriculture
test_29342,water haze primary agriculture
test_29343,road clear habitation primary agriculture
test_29344,road clear habitation primary agriculture
test_29345,clear cultivation primary agriculture
test_29346,road clear primary agriculture
test_29347,partly_cloudy primary
test_29348,clear primary
test_29349,clear primary
test_29350,partly_cloudy primary
test_29351,partly_cloudy road water primary
test_29352,clear primary
test_29353,partly_cloudy primary
test_29354,clear primary
test_29355,partly_cloudy primary
test_29356,clear primary
test_29357,clear primary agriculture
test_29358,partly_cloudy primary
test_29359,clear primary
test_29360,clear primary
test_29361,clear primary
test_29362,clear primary
test_29363,road clear primary agriculture
test_29364,cloudy
test_29365,partly_cloudy primary
test_29366,road habitation primary agriculture
test_29367,clear primary
test_29368,clear primary
test_29369,road clear primary
test_29370,clear primary
test_29371,clear primary agriculture
test_29372,clear primary
test_29373,partly_cloudy cultivation primary agriculture
test_29374,road clear primary agriculture
test_29375,partly_cloudy road primary agriculture
test_29376,clear primary
test_29377,road clear habitation primary agriculture
test_29378,clear primary
test_29379,clear primary agriculture
test_29380,clear primary
test_29381,clear primary
test_29382,partly_cloudy road water primary
test_29383,clear primary
test_29384,road clear habitation cultivation primary agriculture
test_29385,road water clear primary
test_29386,clear primary
test_29387,clear cultivation primary agriculture
test_29388,partly_cloudy water primary
test_29389,partly_cloudy primary
test_29390,water clear primary
test_29391,clear primary
test_29392,clear primary
test_29393,clear haze primary
test_29394,water clear primary agriculture
test_29395,clear primary
test_29396,clear primary
test_29397,partly_cloudy primary
test_29398,partly_cloudy primary agriculture
test_29399,road clear habitation primary agriculture
test_29400,road clear habitation primary agriculture
test_29401,water clear
test_29402,water clear habitation primary
test_29403,road clear primary agriculture
test_29404,partly_cloudy primary agriculture
test_29405,clear primary
test_29406,water clear primary
test_29407,water clear primary agriculture
test_29408,road clear habitation primary agriculture
test_29409,clear primary
test_29410,partly_cloudy primary
test_29411,clear primary
test_29412,clear primary
test_29413,clear cultivation primary agriculture
test_29414,cloudy
test_29415,road clear habitation primary agriculture
test_29416,clear primary
test_29417,partly_cloudy primary
test_29418,clear primary
test_29419,clear cultivation primary agriculture
test_29420,partly_cloudy road primary agriculture
test_29421,water clear
test_29422,clear primary
test_29423,road clear habitation primary agriculture
test_29424,partly_cloudy primary
test_29425,cloudy haze
test_29426,road clear habitation primary
test_29427,clear primary
test_29428,clear primary
test_29429,water clear primary
test_29430,partly_cloudy primary
test_29431,clear primary
test_29432,partly_cloudy primary
test_29433,clear primary
test_29434,cloudy
test_29435,partly_cloudy road primary agriculture
test_29436,partly_cloudy primary
test_29437,haze primary
test_29438,water haze primary agriculture
test_29439,cloudy
test_29440,clear primary
test_29441,partly_cloudy road primary agriculture
test_29442,road clear habitation primary agriculture
test_29443,clear primary
test_29444,clear primary
test_29445,cloudy
test_29446,road water clear primary agriculture
test_29447,clear primary
test_29448,clear primary agriculture
test_29449,cloudy
test_29450,clear primary
test_29451,road water clear primary
test_29452,partly_cloudy road primary agriculture
test_29453,road clear primary agriculture
test_29454,clear cultivation primary agriculture
test_29455,road clear primary agriculture
test_29456,clear primary
test_29457,clear primary
test_29458,water clear primary
test_29459,clear primary
test_29460,partly_cloudy primary
test_29461,clear primary
test_29462,road water clear habitation cultivation primary agriculture
test_29463,haze primary
test_29464,clear primary
test_29465,road clear habitation primary agriculture
test_29466,clear primary
test_29467,clear primary
test_29468,road clear habitation primary agriculture
test_29469,clear primary agriculture
test_29470,partly_cloudy primary
test_29471,clear primary
test_29472,clear primary agriculture
test_29473,clear primary
test_29474,clear primary
test_29475,road clear primary agriculture
test_29476,clear primary
test_29477,clear primary
test_29478,clear primary
test_29479,clear primary
test_29480,partly_cloudy primary
test_29481,partly_cloudy primary
test_29482,clear primary
test_29483,water clear primary
test_29484,clear cultivation primary agriculture
test_29485,clear primary
test_29486,partly_cloudy road water primary
test_29487,clear primary
test_29488,road clear primary agriculture
test_29489,clear primary
test_29490,partly_cloudy primary
test_29491,water clear primary
test_29492,clear primary
test_29493,haze primary
test_29494,road clear habitation primary agriculture
test_29495,road clear primary agriculture
test_29496,clear cultivation primary agriculture
test_29497,water clear primary agriculture
test_29498,clear primary
test_29499,water clear primary agriculture
test_29500,clear primary
test_29501,clear primary
test_29502,clear primary
test_29503,clear primary
test_29504,clear primary
test_29505,clear primary
test_29506,clear primary
test_29507,clear primary
test_29508,clear cultivation primary agriculture
test_29509,partly_cloudy primary
test_29510,partly_cloudy primary
test_29511,road water clear primary
test_29512,clear primary
test_29513,partly_cloudy primary
test_29514,clear cultivation primary agriculture
test_29515,clear primary agriculture
test_29516,clear primary
test_29517,clear primary
test_29518,clear primary
test_29519,partly_cloudy primary
test_29520,clear primary agriculture
test_29521,cloudy
test_29522,clear primary
test_29523,clear primary
test_29524,clear primary agriculture
test_29525,clear cultivation primary agriculture
test_29526,partly_cloudy primary
test_29527,clear primary
test_29528,clear habitation cultivation primary agriculture
test_29529,road clear habitation primary
test_29530,clear primary
test_29531,road clear habitation primary agriculture
test_29532,clear cultivation primary agriculture
test_29533,clear cultivation primary agriculture
test_29534,clear primary
test_29535,partly_cloudy primary
test_29536,partly_cloudy primary
test_29537,clear primary agriculture
test_29538,road clear habitation primary agriculture
test_29539,partly_cloudy primary
test_29540,clear primary
test_29541,partly_cloudy primary
test_29542,partly_cloudy primary
test_29543,road water clear primary agriculture
test_29544,clear primary
test_29545,road clear primary agriculture
test_29546,partly_cloudy primary agriculture
test_29547,clear primary agriculture
test_29548,clear primary agriculture
test_29549,clear primary agriculture
test_29550,clear haze primary
test_29551,clear primary
test_29552,clear primary
test_29553,water clear habitation primary agriculture
test_29554,partly_cloudy primary
test_29555,partly_cloudy primary
test_29556,road water clear primary agriculture
test_29557,clear primary
test_29558,road clear primary agriculture
test_29559,water clear haze primary agriculture
test_29560,haze primary
test_29561,clear primary
test_29562,clear primary
test_29563,partly_cloudy cultivation primary agriculture
test_29564,clear primary
test_29565,clear primary
test_29566,partly_cloudy primary agriculture
test_29567,road water clear primary agriculture
test_29568,road water clear primary agriculture
test_29569,clear primary
test_29570,clear primary
test_29571,cloudy
test_29572,haze primary
test_29573,partly_cloudy primary
test_29574,clear primary
test_29575,clear primary
test_29576,clear primary
test_29577,clear primary
test_29578,clear primary
test_29579,clear primary
test_29580,partly_cloudy primary agriculture
test_29581,partly_cloudy road primary agriculture
test_29582,clear cultivation primary agriculture
test_29583,road clear habitation
test_29584,road clear habitation primary agriculture
test_29585,partly_cloudy road water primary
test_29586,clear primary
test_29587,clear primary
test_29588,road clear primary agriculture
test_29589,clear primary
test_29590,partly_cloudy road primary agriculture
test_29591,water clear primary
test_29592,clear primary
test_29593,partly_cloudy cultivation primary agriculture
test_29594,clear primary
test_29595,road clear habitation primary agriculture
test_29596,clear cultivation primary agriculture
test_29597,partly_cloudy road habitation primary agriculture
test_29598,road water clear primary agriculture
test_29599,partly_cloudy primary
test_29600,clear primary agriculture
test_29601,road clear primary agriculture
test_29602,water
test_29603,water clear primary
test_29604,clear primary
test_29605,partly_cloudy primary
test_29606,partly_cloudy primary
test_29607,clear primary
test_29608,clear primary
test_29609,partly_cloudy road primary agriculture
test_29610,clear primary
test_29611,partly_cloudy primary
test_29612,road water clear primary agriculture
test_29613,clear primary
test_29614,haze primary
test_29615,water haze primary
test_29616,clear primary
test_29617,clear primary
test_29618,clear cultivation primary agriculture
test_29619,clear primary
test_29620,partly_cloudy primary
test_29621,clear primary
test_29622,partly_cloudy primary
test_29623,clear primary
test_29624,partly_cloudy road primary agriculture
test_29625,clear primary
test_29626,clear primary
test_29627,haze primary
test_29628,water clear primary
test_29629,clear primary
test_29630,road clear habitation primary agriculture
test_29631,clear primary
test_29632,road clear primary agriculture
test_29633,clear primary
test_29634,clear cultivation primary agriculture
test_29635,clear primary
test_29636,haze primary
test_29637,partly_cloudy primary
test_29638,partly_cloudy primary
test_29639,partly_cloudy road primary agriculture
test_29640,road clear habitation primary agriculture
test_29641,clear primary
test_29642,partly_cloudy primary
test_29643,road water clear habitation artisinal_mine primary
test_29644,clear primary agriculture
test_29645,road clear primary agriculture
test_29646,clear primary
test_29647,clear primary
test_29648,cloudy
test_29649,road clear primary agriculture
test_29650,partly_cloudy primary
test_29651,road clear primary agriculture
test_29652,road clear habitation primary agriculture
test_29653,clear primary
test_29654,road water clear primary agriculture
test_29655,clear cultivation primary agriculture
test_29656,road clear primary agriculture
test_29657,partly_cloudy road primary agriculture
test_29658,clear primary
test_29659,road water clear habitation primary agriculture
test_29660,water clear artisinal_mine primary
test_29661,clear primary agriculture
test_29662,clear primary
test_29663,road clear habitation cultivation primary agriculture
test_29664,clear primary
test_29665,clear primary
test_29666,clear cultivation primary agriculture
test_29667,clear primary
test_29668,clear primary
test_29669,clear cultivation primary agriculture
test_29670,clear primary
test_29671,water clear primary
test_29672,road clear habitation cultivation primary agriculture
test_29673,road clear primary
test_29674,road clear primary agriculture
test_29675,partly_cloudy primary agriculture
test_29676,road clear haze primary agriculture
test_29677,partly_cloudy road primary agriculture
test_29678,cloudy
test_29679,partly_cloudy road primary
test_29680,clear primary
test_29681,clear primary
test_29682,clear primary
test_29683,clear primary
test_29684,road clear habitation primary agriculture
test_29685,road clear habitation primary agriculture
test_29686,road water clear habitation artisinal_mine primary
test_29687,partly_cloudy road water primary
test_29688,clear primary
test_29689,clear primary
test_29690,partly_cloudy primary
test_29691,clear primary
test_29692,clear primary
test_29693,road water clear habitation primary
test_29694,cloudy primary
test_29695,clear primary
test_29696,clear primary
test_29697,clear primary
test_29698,clear primary
test_29699,water haze primary agriculture
test_29700,clear cultivation primary agriculture
test_29701,clear primary
test_29702,road clear habitation primary agriculture
test_29703,clear primary
test_29704,clear primary
test_29705,clear primary
test_29706,clear primary
test_29707,partly_cloudy primary
test_29708,partly_cloudy primary
test_29709,haze primary
test_29710,partly_cloudy road water primary
test_29711,clear primary
test_29712,road clear habitation primary
test_29713,clear primary agriculture
test_29714,partly_cloudy primary
test_29715,road clear primary agriculture
test_29716,road clear haze primary agriculture
test_29717,clear primary
test_29718,clear primary
test_29719,clear primary
test_29720,partly_cloudy primary
test_29721,clear primary
test_29722,road clear habitation primary agriculture
test_29723,clear primary
test_29724,clear primary agriculture
test_29725,clear cultivation primary agriculture
test_29726,haze primary
test_29727,road water clear primary
test_29728,clear cultivation primary
test_29729,clear primary
test_29730,clear primary agriculture
test_29731,clear primary
test_29732,road water clear primary
test_29733,clear primary
test_29734,clear primary
test_29735,clear primary agriculture
test_29736,road water clear primary
test_29737,partly_cloudy primary
test_29738,clear cultivation primary agriculture
test_29739,partly_cloudy primary
test_29740,haze primary
test_29741,road clear habitation primary
test_29742,road clear habitation primary agriculture
test_29743,clear primary agriculture
test_29744,
test_29745,clear primary
test_29746,partly_cloudy primary
test_29747,partly_cloudy road cultivation primary agriculture
test_29748,partly_cloudy primary
test_29749,road clear habitation primary agriculture
test_29750,road clear habitation primary agriculture
test_29751,clear primary
test_29752,clear primary
test_29753,partly_cloudy primary
test_29754,clear primary
test_29755,primary
test_29756,road clear primary agriculture
test_29757,cloudy
test_29758,partly_cloudy water primary
test_29759,road clear primary agriculture
test_29760,clear primary
test_29761,clear primary agriculture
test_29762,road clear primary agriculture
test_29763,haze primary
test_29764,road clear habitation primary agriculture
test_29765,road clear primary agriculture
test_29766,road clear habitation primary agriculture
test_29767,clear primary
test_29768,road clear haze primary
test_29769,clear cultivation primary agriculture
test_29770,haze primary
test_29771,water clear primary
test_29772,clear primary
test_29773,partly_cloudy primary
test_29774,road water clear primary
test_29775,clear primary
test_29776,partly_cloudy road water primary
test_29777,partly_cloudy road primary agriculture
test_29778,clear primary
test_29779,water haze primary agriculture
test_29780,clear primary
test_29781,clear primary agriculture
test_29782,clear primary
test_29783,road clear habitation primary agriculture
test_29784,clear primary
test_29785,primary
test_29786,cloudy
test_29787,partly_cloudy primary
test_29788,clear primary
test_29789,clear primary
test_29790,clear primary
test_29791,partly_cloudy primary
test_29792,road clear primary agriculture
test_29793,partly_cloudy primary
test_29794,clear primary
test_29795,clear primary
test_29796,clear primary
test_29797,clear primary
test_29798,clear primary
test_29799,haze primary
test_29800,clear primary
test_29801,partly_cloudy water primary
test_29802,clear primary
test_29803,clear primary agriculture
test_29804,clear primary
test_29805,clear primary
test_29806,clear cultivation primary agriculture
test_29807,clear primary
test_29808,road clear primary
test_29809,road clear primary agriculture
test_29810,clear cultivation primary agriculture
test_29811,road clear primary agriculture
test_29812,road clear primary agriculture
test_29813,road clear primary agriculture
test_29814,road clear habitation primary agriculture
test_29815,road water haze primary
test_29816,clear primary
test_29817,clear primary
test_29818,water clear primary
test_29819,clear primary
test_29820,cloudy
test_29821,clear primary
test_29822,road clear primary agriculture
test_29823,partly_cloudy cloudy
test_29824,water clear primary
test_29825,road clear habitation primary agriculture
test_29826,partly_cloudy primary
test_29827,clear primary
test_29828,clear primary agriculture
test_29829,clear primary
test_29830,road clear habitation primary agriculture
test_29831,clear primary
test_29832,clear cultivation primary agriculture
test_29833,road water haze primary
test_29834,clear primary
test_29835,clear primary
test_29836,road water clear primary
test_29837,partly_cloudy primary
test_29838,partly_cloudy primary agriculture
test_29839,road water clear habitation primary
test_29840,road clear habitation primary agriculture
test_29841,clear primary
test_29842,water clear primary
test_29843,clear primary
test_29844,road clear habitation primary agriculture
test_29845,clear primary agriculture
test_29846,clear primary
test_29847,clear primary
test_29848,clear primary agriculture
test_29849,clear primary
test_29850,road clear habitation primary agriculture
test_29851,haze primary
test_29852,road clear habitation primary agriculture
test_29853,clear primary
test_29854,road clear agriculture
test_29855,clear primary
test_29856,clear primary
test_29857,clear primary
test_29858,road haze primary agriculture
test_29859,road clear primary agriculture
test_29860,clear cultivation primary agriculture
test_29861,haze primary
test_29862,clear primary
test_29863,partly_cloudy road primary agriculture
test_29864,clear cultivation primary agriculture
test_29865,road clear primary agriculture
test_29866,road haze primary agriculture
test_29867,road clear habitation primary agriculture
test_29868,water clear habitation primary
test_29869,clear primary agriculture
test_29870,clear primary
test_29871,road clear habitation primary agriculture
test_29872,road water clear cultivation primary
test_29873,clear primary
test_29874,road water clear cultivation primary
test_29875,road water haze primary agriculture
test_29876,partly_cloudy primary
test_29877,clear primary
test_29878,partly_cloudy primary agriculture
test_29879,water clear primary
test_29880,clear cultivation primary agriculture
test_29881,clear primary
test_29882,cloudy
test_29883,clear primary
test_29884,partly_cloudy primary
test_29885,clear primary
test_29886,clear primary agriculture
test_29887,water clear primary
test_29888,water clear haze primary agriculture
test_29889,clear primary
test_29890,partly_cloudy primary
test_29891,road clear primary
test_29892,clear primary
test_29893,haze primary
test_29894,clear primary
test_29895,road clear primary agriculture
test_29896,cloudy
test_29897,clear primary
test_29898,clear primary
test_29899,partly_cloudy road primary agriculture
test_29900,clear primary
test_29901,clear primary
test_29902,partly_cloudy cultivation primary agriculture
test_29903,water clear primary agriculture
test_29904,haze primary
test_29905,clear primary
test_29906,partly_cloudy primary
test_29907,clear primary
test_29908,road clear habitation primary agriculture
test_29909,road clear habitation agriculture
test_29910,clear primary
test_29911,haze primary
test_29912,clear primary
test_29913,partly_cloudy road primary agriculture
test_29914,road clear habitation primary agriculture
test_29915,road clear habitation primary agriculture
test_29916,clear primary
test_29917,cloudy
test_29918,partly_cloudy primary
test_29919,partly_cloudy road primary agriculture
test_29920,partly_cloudy road primary agriculture
test_29921,water clear
test_29922,partly_cloudy primary agriculture
test_29923,clear primary
test_29924,clear primary
test_29925,clear primary
test_29926,clear primary
test_29927,water clear primary
test_29928,water clear primary
test_29929,clear primary agriculture
test_29930,road clear primary agriculture
test_29931,clear primary
test_29932,partly_cloudy primary
test_29933,road clear habitation primary agriculture
test_29934,clear primary
test_29935,clear cultivation primary agriculture
test_29936,clear primary
test_29937,road clear habitation primary agriculture
test_29938,haze primary
test_29939,road clear habitation primary
test_29940,clear primary
test_29941,clear primary
test_29942,clear primary
test_29943,partly_cloudy primary
test_29944,partly_cloudy water primary agriculture
test_29945,road clear habitation primary agriculture
test_29946,clear primary
test_29947,road clear habitation primary
test_29948,partly_cloudy primary
test_29949,clear primary
test_29950,road clear primary agriculture
test_29951,clear primary agriculture
test_29952,partly_cloudy haze primary
test_29953,clear primary
test_29954,water clear primary
test_29955,road clear habitation primary
test_29956,clear primary
test_29957,road clear primary agriculture
test_29958,haze primary
test_29959,clear cultivation primary
test_29960,road water clear primary
test_29961,road clear habitation primary agriculture
test_29962,clear primary
test_29963,road water clear primary agriculture
test_29964,road clear primary agriculture
test_29965,clear primary
test_29966,water clear primary
test_29967,clear primary
test_29968,clear primary
test_29969,cloudy
test_29970,partly_cloudy primary
test_29971,clear primary
test_29972,clear primary
test_29973,road clear primary agriculture
test_29974,partly_cloudy primary
test_29975,cloudy
test_29976,clear primary
test_29977,partly_cloudy primary
test_29978,clear primary
test_29979,clear primary
test_29980,road clear habitation primary agriculture
test_29981,road haze primary agriculture
test_29982,partly_cloudy water primary agriculture
test_29983,clear primary
test_29984,partly_cloudy cultivation primary agriculture
test_29985,partly_cloudy road water primary agriculture
test_29986,road water clear primary
test_29987,clear primary
test_29988,clear primary
test_29989,water clear primary agriculture
test_29990,partly_cloudy cultivation primary agriculture
test_29991,partly_cloudy primary
test_29992,clear primary
test_29993,clear selective_logging primary
test_29994,road clear habitation primary agriculture
test_29995,road clear primary agriculture
test_29996,clear primary
test_29997,partly_cloudy primary
test_29998,clear primary
test_29999,road clear habitation primary agriculture
test_30000,road clear habitation primary agriculture
test_30001,clear primary
test_30002,clear primary
test_30003,partly_cloudy primary
test_30004,road primary agriculture
test_30005,clear primary agriculture
test_30006,clear primary
test_30007,road water clear primary
test_30008,clear primary
test_30009,haze primary agriculture
test_30010,partly_cloudy primary agriculture
test_30011,road water clear primary
test_30012,clear primary
test_30013,clear cultivation primary agriculture
test_30014,road water clear primary
test_30015,clear primary
test_30016,cloudy
test_30017,haze primary
test_30018,clear primary
test_30019,road water clear primary
test_30020,clear primary
test_30021,partly_cloudy primary
test_30022,clear primary
test_30023,clear primary
test_30024,water clear primary
test_30025,clear primary
test_30026,haze primary
test_30027,clear primary
test_30028,cloudy
test_30029,road clear habitation primary agriculture
test_30030,clear primary
test_30031,clear primary
test_30032,road clear habitation primary agriculture
test_30033,clear primary
test_30034,road clear primary agriculture
test_30035,partly_cloudy primary
test_30036,clear primary
test_30037,clear primary
test_30038,partly_cloudy primary
test_30039,road water clear habitation primary
test_30040,clear primary
test_30041,clear cultivation primary agriculture
test_30042,haze primary
test_30043,road haze primary agriculture
test_30044,clear primary agriculture
test_30045,clear primary
test_30046,clear primary
test_30047,road water clear primary
test_30048,clear primary
test_30049,clear primary
test_30050,clear primary
test_30051,road clear primary agriculture
test_30052,clear primary
test_30053,partly_cloudy primary
test_30054,road clear habitation primary
test_30055,partly_cloudy primary
test_30056,road clear primary agriculture
test_30057,partly_cloudy primary
test_30058,water clear
test_30059,clear primary
test_30060,clear primary
test_30061,clear primary
test_30062,water clear primary
test_30063,clear primary agriculture
test_30064,partly_cloudy road primary
test_30065,clear primary
test_30066,road clear habitation primary
test_30067,clear primary
test_30068,clear primary
test_30069,clear cultivation primary agriculture
test_30070,partly_cloudy primary
test_30071,cloudy
test_30072,clear primary
test_30073,clear primary agriculture
test_30074,road clear primary agriculture
test_30075,clear primary
test_30076,clear primary
test_30077,clear primary
test_30078,cloudy
test_30079,road water clear primary
test_30080,partly_cloudy road primary agriculture
test_30081,clear primary
test_30082,partly_cloudy primary agriculture
test_30083,clear primary
test_30084,clear cultivation primary agriculture
test_30085,partly_cloudy primary agriculture
test_30086,clear primary
test_30087,road clear primary agriculture
test_30088,road clear primary agriculture
test_30089,road clear primary agriculture
test_30090,clear primary
test_30091,clear primary
test_30092,clear primary
test_30093,water haze primary agriculture
test_30094,clear primary
test_30095,clear primary
test_30096,road clear habitation primary agriculture
test_30097,clear primary
test_30098,clear primary
test_30099,road clear primary agriculture
test_30100,road water clear habitation artisinal_mine primary
test_30101,road clear habitation primary agriculture
test_30102,road water primary
test_30103,clear primary
test_30104,clear primary
test_30105,clear primary
test_30106,partly_cloudy primary agriculture
test_30107,road water clear haze primary agriculture
test_30108,water clear primary
test_30109,partly_cloudy clear primary
test_30110,road clear primary agriculture
test_30111,clear primary
test_30112,road clear habitation primary agriculture
test_30113,partly_cloudy road cultivation primary agriculture
test_30114,road clear primary agriculture
test_30115,clear primary
test_30116,clear primary
test_30117,partly_cloudy primary
test_30118,clear primary agriculture
test_30119,haze primary
test_30120,clear primary
test_30121,clear primary
test_30122,clear cultivation primary agriculture
test_30123,haze primary
test_30124,partly_cloudy primary
test_30125,water
test_30126,clear primary
test_30127,partly_cloudy road habitation primary agriculture
test_30128,water clear
test_30129,clear primary
test_30130,cloudy
test_30131,road clear habitation primary agriculture
test_30132,road clear habitation primary agriculture
test_30133,road clear primary agriculture
test_30134,
test_30135,clear primary agriculture
test_30136,clear primary
test_30137,partly_cloudy primary
test_30138,road clear habitation primary agriculture
test_30139,partly_cloudy primary
test_30140,water clear
test_30141,clear primary
test_30142,clear primary
test_30143,road clear habitation primary
test_30144,road clear habitation cultivation primary agriculture
test_30145,clear primary
test_30146,clear primary
test_30147,clear primary
test_30148,road clear habitation primary agriculture
test_30149,water clear primary
test_30150,road clear habitation primary
test_30151,partly_cloudy primary
test_30152,primary
test_30153,cloudy
test_30154,clear primary
test_30155,clear primary
test_30156,road clear habitation primary agriculture
test_30157,clear cultivation primary agriculture
test_30158,clear cultivation primary agriculture
test_30159,clear primary
test_30160,partly_cloudy road cultivation primary agriculture
test_30161,clear primary
test_30162,clear primary agriculture
test_30163,water haze primary
test_30164,partly_cloudy primary agriculture
test_30165,road clear selective_logging primary
test_30166,clear primary
test_30167,clear primary agriculture
test_30168,road clear primary agriculture
test_30169,clear primary
test_30170,road water clear primary agriculture
test_30171,clear primary
test_30172,partly_cloudy road habitation primary agriculture
test_30173,road clear habitation primary agriculture
test_30174,clear primary
test_30175,haze primary
test_30176,clear primary
test_30177,partly_cloudy road water primary agriculture
test_30178,clear primary
test_30179,clear primary
test_30180,road clear primary agriculture
test_30181,clear primary
test_30182,clear cultivation primary
test_30183,partly_cloudy primary
test_30184,partly_cloudy primary
test_30185,road clear primary agriculture
test_30186,clear primary
test_30187,cloudy haze primary
test_30188,water clear primary
test_30189,clear primary
test_30190,clear primary agriculture
test_30191,clear primary
test_30192,cloudy
test_30193,road clear habitation primary agriculture
test_30194,clear primary
test_30195,clear primary
test_30196,partly_cloudy primary
test_30197,partly_cloudy primary
test_30198,partly_cloudy primary
test_30199,partly_cloudy primary
test_30200,road clear primary agriculture
test_30201,clear cultivation primary
test_30202,road water clear primary
test_30203,clear primary
test_30204,haze primary agriculture
test_30205,clear primary
test_30206,clear primary
test_30207,water clear primary
test_30208,road clear primary agriculture
test_30209,partly_cloudy cultivation primary agriculture
test_30210,clear primary
test_30211,clear primary
test_30212,clear primary
test_30213,road clear cultivation primary agriculture
test_30214,clear primary
test_30215,clear primary
test_30216,partly_cloudy primary
test_30217,partly_cloudy primary
test_30218,clear primary
test_30219,road clear primary agriculture
test_30220,clear primary
test_30221,road clear primary agriculture
test_30222,clear primary
test_30223,partly_cloudy primary
test_30224,clear primary
test_30225,clear primary
test_30226,haze primary
test_30227,road haze primary agriculture
test_30228,clear primary
test_30229,clear primary
test_30230,clear primary
test_30231,clear primary agriculture
test_30232,haze primary
test_30233,clear primary
test_30234,water clear primary
test_30235,cloudy
test_30236,clear primary
test_30237,clear primary
test_30238,clear primary
test_30239,partly_cloudy water primary
test_30240,partly_cloudy road primary agriculture
test_30241,clear primary
test_30242,road clear habitation primary agriculture
test_30243,road clear primary agriculture
test_30244,clear primary
test_30245,clear primary
test_30246,water clear primary
test_30247,road clear habitation primary agriculture
test_30248,haze primary
test_30249,road clear habitation primary agriculture
test_30250,road clear primary agriculture
test_30251,partly_cloudy road primary agriculture
test_30252,water clear cultivation primary
test_30253,clear primary
test_30254,clear primary
test_30255,clear cultivation primary agriculture
test_30256,clear primary
test_30257,clear habitation cultivation primary agriculture
test_30258,road clear primary agriculture
test_30259,road clear habitation primary agriculture
test_30260,clear primary
test_30261,clear primary
test_30262,clear primary
test_30263,haze primary
test_30264,clear primary agriculture
test_30265,clear primary
test_30266,road clear primary agriculture
test_30267,partly_cloudy road habitation primary agriculture
test_30268,water clear primary agriculture
test_30269,clear primary
test_30270,partly_cloudy primary
test_30271,clear primary
test_30272,cloudy
test_30273,clear primary
test_30274,partly_cloudy primary
test_30275,clear cultivation primary
test_30276,cloudy
test_30277,road clear primary agriculture
test_30278,road clear primary
test_30279,clear primary
test_30280,road clear primary agriculture
test_30281,partly_cloudy cultivation primary agriculture
test_30282,clear primary
test_30283,clear primary
test_30284,cloudy haze primary
test_30285,partly_cloudy primary
test_30286,clear primary
test_30287,road clear habitation haze primary agriculture
test_30288,partly_cloudy primary
test_30289,road clear habitation primary agriculture
test_30290,water clear primary
test_30291,haze primary
test_30292,clear primary
test_30293,clear primary
test_30294,water clear primary
test_30295,partly_cloudy primary
test_30296,clear primary
test_30297,water clear cultivation primary agriculture
test_30298,road clear primary agriculture
test_30299,road clear habitation primary agriculture
test_30300,primary agriculture
test_30301,road clear habitation primary
test_30302,clear primary
test_30303,clear primary agriculture
test_30304,clear primary
test_30305,clear primary
test_30306,clear primary
